"Plot Title: ChengLab_21299522"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 21299522, SEN S/N: 21299522)","Coupler Detached (LGR S/N: 21299522)","Coupler Attached (LGR S/N: 21299522)","Host Connected (LGR S/N: 21299522)","Stopped (LGR S/N: 21299522)","End Of File (LGR S/N: 21299522)"
42,07/07/23 07:15:00 PM,26.231,,,,,
43,07/07/23 07:30:00 PM,26.207,,,,,
44,07/07/23 07:45:00 PM,26.158,,,,,
45,07/07/23 08:00:00 PM,26.109,,,,,
46,07/07/23 08:15:00 PM,26.061,,,,,
47,07/07/23 08:30:00 PM,26.036,,,,,
48,07/07/23 08:45:00 PM,25.987,,,,,
49,07/07/23 09:00:00 PM,25.939,,,,,
50,07/07/23 09:15:00 PM,25.890,,,,,
51,07/07/23 09:30:00 PM,25.866,,,,,
52,07/07/23 09:45:00 PM,25.817,,,,,
53,07/07/23 10:00:00 PM,25.768,,,,,
54,07/07/23 10:15:00 PM,25.744,,,,,
55,07/07/23 10:30:00 PM,25.695,,,,,
56,07/07/23 10:45:00 PM,25.671,,,,,
57,07/07/23 11:00:00 PM,25.647,,,,,
58,07/07/23 11:15:00 PM,25.598,,,,,
59,07/07/23 11:30:00 PM,25.574,,,,,
60,07/07/23 11:45:00 PM,25.550,,,,,
61,07/08/23 12:00:00 AM,25.525,,,,,
62,07/08/23 12:15:00 AM,25.501,,,,,
63,07/08/23 12:30:00 AM,25.477,,,,,
64,07/08/23 12:45:00 AM,25.453,,,,,
65,07/08/23 01:00:00 AM,25.428,,,,,
66,07/08/23 01:15:00 AM,25.404,,,,,
67,07/08/23 01:30:00 AM,25.380,,,,,
68,07/08/23 01:45:00 AM,25.355,,,,,
69,07/08/23 02:00:00 AM,25.331,,,,,
70,07/08/23 02:15:00 AM,25.331,,,,,
71,07/08/23 02:30:00 AM,25.307,,,,,
72,07/08/23 02:45:00 AM,25.283,,,,,
73,07/08/23 03:00:00 AM,25.258,,,,,
74,07/08/23 03:15:00 AM,25.258,,,,,
75,07/08/23 03:30:00 AM,25.234,,,,,
76,07/08/23 03:45:00 AM,25.210,,,,,
77,07/08/23 04:00:00 AM,25.186,,,,,
78,07/08/23 04:15:00 AM,25.162,,,,,
79,07/08/23 04:30:00 AM,25.113,,,,,
80,07/08/23 04:45:00 AM,25.089,,,,,
81,07/08/23 05:00:00 AM,25.065,,,,,
82,07/08/23 05:15:00 AM,25.040,,,,,
83,07/08/23 05:30:00 AM,25.016,,,,,
84,07/08/23 05:45:00 AM,24.992,,,,,
85,07/08/23 06:00:00 AM,24.968,,,,,
86,07/08/23 06:15:00 AM,24.968,,,,,
87,07/08/23 06:30:00 AM,24.944,,,,,
88,07/08/23 06:45:00 AM,24.919,,,,,
89,07/08/23 07:00:00 AM,24.895,,,,,
90,07/08/23 07:15:00 AM,24.871,,,,,
91,07/08/23 07:30:00 AM,24.871,,,,,
92,07/08/23 07:45:00 AM,24.847,,,,,
93,07/08/23 08:00:00 AM,24.847,,,,,
94,07/08/23 08:15:00 AM,24.847,,,,,
95,07/08/23 08:30:00 AM,24.823,,,,,
96,07/08/23 08:45:00 AM,24.823,,,,,
97,07/08/23 09:00:00 AM,24.847,,,,,
98,07/08/23 09:15:00 AM,24.823,,,,,
99,07/08/23 09:30:00 AM,24.847,,,,,
100,07/08/23 09:45:00 AM,24.871,,,,,
101,07/08/23 10:00:00 AM,24.871,,,,,
102,07/08/23 10:15:00 AM,24.895,,,,,
103,07/08/23 10:30:00 AM,24.919,,,,,
104,07/08/23 10:45:00 AM,24.944,,,,,
105,07/08/23 11:00:00 AM,24.968,,,,,
106,07/08/23 11:15:00 AM,25.016,,,,,
107,07/08/23 11:30:00 AM,25.065,,,,,
108,07/08/23 11:45:00 AM,25.065,,,,,
109,07/08/23 12:00:00 PM,25.016,,,,,
110,07/08/23 12:15:00 PM,24.992,,,,,
111,07/08/23 12:30:00 PM,24.992,,,,,
112,07/08/23 12:45:00 PM,24.992,,,,,
113,07/08/23 01:00:00 PM,24.992,,,,,
114,07/08/23 01:15:00 PM,24.992,,,,,
115,07/08/23 01:30:00 PM,24.992,,,,,
116,07/08/23 01:45:00 PM,25.040,,,,,
117,07/08/23 02:00:00 PM,25.065,,,,,
118,07/08/23 02:15:00 PM,25.113,,,,,
119,07/08/23 02:30:00 PM,25.162,,,,,
120,07/08/23 02:45:00 PM,25.186,,,,,
121,07/08/23 03:00:00 PM,25.234,,,,,
122,07/08/23 03:15:00 PM,25.307,,,,,
123,07/08/23 03:30:00 PM,25.331,,,,,
124,07/08/23 03:45:00 PM,25.380,,,,,
125,07/08/23 04:00:00 PM,25.428,,,,,
126,07/08/23 04:15:00 PM,25.477,,,,,
127,07/08/23 04:30:00 PM,25.550,,,,,
128,07/08/23 04:45:00 PM,25.598,,,,,
129,07/08/23 05:00:00 PM,25.623,,,,,
130,07/08/23 05:15:00 PM,25.647,,,,,
131,07/08/23 05:30:00 PM,25.647,,,,,
132,07/08/23 05:45:00 PM,25.623,,,,,
133,07/08/23 06:00:00 PM,25.598,,,,,
134,07/08/23 06:15:00 PM,25.550,,,,,
135,07/08/23 06:30:00 PM,25.525,,,,,
136,07/08/23 06:45:00 PM,25.501,,,,,
137,07/08/23 07:00:00 PM,25.477,,,,,
138,07/08/23 07:15:00 PM,25.453,,,,,
139,07/08/23 07:30:00 PM,25.453,,,,,
140,07/08/23 07:45:00 PM,25.428,,,,,
141,07/08/23 08:00:00 PM,25.404,,,,,
142,07/08/23 08:15:00 PM,25.380,,,,,
143,07/08/23 08:30:00 PM,25.355,,,,,
144,07/08/23 08:45:00 PM,25.355,,,,,
145,07/08/23 09:00:00 PM,25.331,,,,,
146,07/08/23 09:15:00 PM,25.307,,,,,
147,07/08/23 09:30:00 PM,25.283,,,,,
148,07/08/23 09:45:00 PM,25.283,,,,,
149,07/08/23 10:00:00 PM,25.258,,,,,
150,07/08/23 10:15:00 PM,25.234,,,,,
151,07/08/23 10:30:00 PM,25.234,,,,,
152,07/08/23 10:45:00 PM,25.210,,,,,
153,07/08/23 11:00:00 PM,25.186,,,,,
154,07/08/23 11:15:00 PM,25.186,,,,,
155,07/08/23 11:30:00 PM,25.162,,,,,
156,07/08/23 11:45:00 PM,25.162,,,,,
157,07/09/23 12:00:00 AM,25.137,,,,,
158,07/09/23 12:15:00 AM,25.113,,,,,
159,07/09/23 12:30:00 AM,25.113,,,,,
160,07/09/23 12:45:00 AM,25.089,,,,,
161,07/09/23 01:00:00 AM,25.065,,,,,
162,07/09/23 01:15:00 AM,25.065,,,,,
163,07/09/23 01:30:00 AM,25.040,,,,,
164,07/09/23 01:45:00 AM,25.016,,,,,
165,07/09/23 02:00:00 AM,25.016,,,,,
166,07/09/23 02:15:00 AM,24.992,,,,,
167,07/09/23 02:30:00 AM,24.968,,,,,
168,07/09/23 02:45:00 AM,24.968,,,,,
169,07/09/23 03:00:00 AM,24.944,,,,,
170,07/09/23 03:15:00 AM,24.944,,,,,
171,07/09/23 03:30:00 AM,24.919,,,,,
172,07/09/23 03:45:00 AM,24.919,,,,,
173,07/09/23 04:00:00 AM,24.895,,,,,
174,07/09/23 04:15:00 AM,24.895,,,,,
175,07/09/23 04:30:00 AM,24.871,,,,,
176,07/09/23 04:45:00 AM,24.871,,,,,
177,07/09/23 05:00:00 AM,24.847,,,,,
178,07/09/23 05:15:00 AM,24.823,,,,,
179,07/09/23 05:30:00 AM,24.823,,,,,
180,07/09/23 05:45:00 AM,24.823,,,,,
181,07/09/23 06:00:00 AM,24.823,,,,,
182,07/09/23 06:15:00 AM,24.798,,,,,
183,07/09/23 06:30:00 AM,24.798,,,,,
184,07/09/23 06:45:00 AM,24.798,,,,,
185,07/09/23 07:00:00 AM,24.798,,,,,
186,07/09/23 07:15:00 AM,24.798,,,,,
187,07/09/23 07:30:00 AM,24.798,,,,,
188,07/09/23 07:45:00 AM,24.823,,,,,
189,07/09/23 08:00:00 AM,24.847,,,,,
190,07/09/23 08:15:00 AM,24.847,,,,,
191,07/09/23 08:30:00 AM,24.871,,,,,
192,07/09/23 08:45:00 AM,24.871,,,,,
193,07/09/23 09:00:00 AM,24.895,,,,,
194,07/09/23 09:15:00 AM,24.919,,,,,
195,07/09/23 09:30:00 AM,24.919,,,,,
196,07/09/23 09:45:00 AM,24.944,,,,,
197,07/09/23 10:00:00 AM,24.992,,,,,
198,07/09/23 10:15:00 AM,25.016,,,,,
199,07/09/23 10:30:00 AM,25.040,,,,,
200,07/09/23 10:45:00 AM,25.065,,,,,
201,07/09/23 11:00:00 AM,25.065,,,,,
202,07/09/23 11:15:00 AM,25.113,,,,,
203,07/09/23 11:30:00 AM,25.162,,,,,
204,07/09/23 11:45:00 AM,25.186,,,,,
205,07/09/23 12:00:00 PM,25.234,,,,,
206,07/09/23 12:15:00 PM,25.258,,,,,
207,07/09/23 12:30:00 PM,25.307,,,,,
208,07/09/23 12:45:00 PM,25.331,,,,,
209,07/09/23 01:00:00 PM,25.355,,,,,
210,07/09/23 01:15:00 PM,25.404,,,,,
211,07/09/23 01:30:00 PM,25.404,,,,,
212,07/09/23 01:45:00 PM,25.428,,,,,
213,07/09/23 02:00:00 PM,25.501,,,,,
214,07/09/23 02:15:00 PM,25.477,,,,,
215,07/09/23 02:30:00 PM,25.501,,,,,
216,07/09/23 02:45:00 PM,25.574,,,,,
217,07/09/23 03:00:00 PM,25.623,,,,,
218,07/09/23 03:15:00 PM,25.647,,,,,
219,07/09/23 03:30:00 PM,25.671,,,,,
220,07/09/23 03:45:00 PM,25.695,,,,,
221,07/09/23 04:00:00 PM,25.695,,,,,
222,07/09/23 04:15:00 PM,25.720,,,,,
223,07/09/23 04:30:00 PM,25.695,,,,,
224,07/09/23 04:45:00 PM,25.671,,,,,
225,07/09/23 05:00:00 PM,25.647,,,,,
226,07/09/23 05:15:00 PM,25.647,,,,,
227,07/09/23 05:30:00 PM,25.623,,,,,
228,07/09/23 05:45:00 PM,25.623,,,,,
229,07/09/23 06:00:00 PM,25.598,,,,,
230,07/09/23 06:15:00 PM,25.598,,,,,
231,07/09/23 06:30:00 PM,25.574,,,,,
232,07/09/23 06:45:00 PM,25.550,,,,,
233,07/09/23 07:00:00 PM,25.550,,,,,
234,07/09/23 07:15:00 PM,25.525,,,,,
235,07/09/23 07:30:00 PM,25.501,,,,,
236,07/09/23 07:45:00 PM,25.477,,,,,
237,07/09/23 08:00:00 PM,25.477,,,,,
238,07/09/23 08:15:00 PM,25.453,,,,,
239,07/09/23 08:30:00 PM,25.428,,,,,
240,07/09/23 08:45:00 PM,25.404,,,,,
241,07/09/23 09:00:00 PM,25.404,,,,,
242,07/09/23 09:15:00 PM,25.380,,,,,
243,07/09/23 09:30:00 PM,25.380,,,,,
244,07/09/23 09:45:00 PM,25.355,,,,,
245,07/09/23 10:00:00 PM,25.355,,,,,
246,07/09/23 10:15:00 PM,25.331,,,,,
247,07/09/23 10:30:00 PM,25.331,,,,,
248,07/09/23 10:45:00 PM,25.307,,,,,
249,07/09/23 11:00:00 PM,25.283,,,,,
250,07/09/23 11:15:00 PM,25.283,,,,,
251,07/09/23 11:30:00 PM,25.258,,,,,
252,07/09/23 11:45:00 PM,25.234,,,,,
253,07/10/23 12:00:00 AM,25.234,,,,,
254,07/10/23 12:15:00 AM,25.210,,,,,
255,07/10/23 12:30:00 AM,25.210,,,,,
256,07/10/23 12:45:00 AM,25.186,,,,,
257,07/10/23 01:00:00 AM,25.162,,,,,
258,07/10/23 01:15:00 AM,25.162,,,,,
259,07/10/23 01:30:00 AM,25.137,,,,,
260,07/10/23 01:45:00 AM,25.113,,,,,
261,07/10/23 02:00:00 AM,25.113,,,,,
262,07/10/23 02:15:00 AM,25.089,,,,,
263,07/10/23 02:30:00 AM,25.065,,,,,
264,07/10/23 02:45:00 AM,25.065,,,,,
265,07/10/23 03:00:00 AM,25.040,,,,,
266,07/10/23 03:15:00 AM,25.016,,,,,
267,07/10/23 03:30:00 AM,25.016,,,,,
268,07/10/23 03:45:00 AM,24.992,,,,,
269,07/10/23 04:00:00 AM,24.968,,,,,
270,07/10/23 04:15:00 AM,24.968,,,,,
271,07/10/23 04:30:00 AM,24.944,,,,,
272,07/10/23 04:45:00 AM,24.919,,,,,
273,07/10/23 05:00:00 AM,24.895,,,,,
274,07/10/23 05:15:00 AM,24.895,,,,,
275,07/10/23 05:30:00 AM,24.871,,,,,
276,07/10/23 05:45:00 AM,24.847,,,,,
277,07/10/23 06:00:00 AM,24.847,,,,,
278,07/10/23 06:15:00 AM,24.823,,,,,
279,07/10/23 06:30:00 AM,24.823,,,,,
280,07/10/23 06:45:00 AM,24.798,,,,,
281,07/10/23 07:00:00 AM,24.798,,,,,
282,07/10/23 07:15:00 AM,24.774,,,,,
283,07/10/23 07:30:00 AM,24.774,,,,,
284,07/10/23 07:45:00 AM,24.774,,,,,
285,07/10/23 08:00:00 AM,24.750,,,,,
286,07/10/23 08:15:00 AM,24.750,,,,,
287,07/10/23 08:30:00 AM,24.726,,,,,
288,07/10/23 08:45:00 AM,24.726,,,,,
289,07/10/23 09:00:00 AM,24.726,,,,,
290,07/10/23 09:15:00 AM,24.702,,,,,
291,07/10/23 09:30:00 AM,24.702,,,,,
292,07/10/23 09:45:00 AM,24.702,,,,,
293,07/10/23 10:00:00 AM,24.702,,,,,
294,07/10/23 10:15:00 AM,24.702,,,,,
295,07/10/23 10:30:00 AM,24.702,,,,,
296,07/10/23 10:45:00 AM,24.702,,,,,
297,07/10/23 11:00:00 AM,24.726,,,,,
298,07/10/23 11:15:00 AM,24.726,,,,,
299,07/10/23 11:30:00 AM,24.726,,,,,
300,07/10/23 11:45:00 AM,24.702,,,,,
301,07/10/23 12:00:00 PM,24.677,,,,,
302,07/10/23 12:15:00 PM,24.653,,,,,
303,07/10/23 12:30:00 PM,24.629,,,,,
304,07/10/23 12:45:00 PM,24.605,,,,,
305,07/10/23 01:00:00 PM,24.605,,,,,
306,07/10/23 01:15:00 PM,24.605,,,,,
307,07/10/23 01:30:00 PM,24.581,,,,,
308,07/10/23 01:45:00 PM,24.581,,,,,
309,07/10/23 02:00:00 PM,24.581,,,,,
310,07/10/23 02:15:00 PM,24.557,,,,,
311,07/10/23 02:30:00 PM,24.557,,,,,
312,07/10/23 02:45:00 PM,24.532,,,,,
313,07/10/23 03:00:00 PM,24.532,,,,,
314,07/10/23 03:15:00 PM,24.532,,,,,
315,07/10/23 03:30:00 PM,24.508,,,,,
316,07/10/23 03:45:00 PM,24.508,,,,,
317,07/10/23 04:00:00 PM,24.484,,,,,
318,07/10/23 04:15:00 PM,24.460,,,,,
319,07/10/23 04:30:00 PM,24.460,,,,,
320,07/10/23 04:45:00 PM,24.460,,,,,
321,07/10/23 05:00:00 PM,24.436,,,,,
322,07/10/23 05:15:00 PM,24.436,,,,,
323,07/10/23 05:30:00 PM,24.436,,,,,
324,07/10/23 05:45:00 PM,24.412,,,,,
325,07/10/23 06:00:00 PM,24.388,,,,,
326,07/10/23 06:15:00 PM,24.388,,,,,
327,07/10/23 06:30:00 PM,24.363,,,,,
328,07/10/23 06:45:00 PM,24.339,,,,,
329,07/10/23 07:00:00 PM,24.315,,,,,
330,07/10/23 07:15:00 PM,24.315,,,,,
331,07/10/23 07:30:00 PM,24.291,,,,,
332,07/10/23 07:45:00 PM,24.267,,,,,
333,07/10/23 08:00:00 PM,24.243,,,,,
334,07/10/23 08:15:00 PM,24.243,,,,,
335,07/10/23 08:30:00 PM,24.219,,,,,
336,07/10/23 08:45:00 PM,24.195,,,,,
337,07/10/23 09:00:00 PM,24.171,,,,,
338,07/10/23 09:15:00 PM,24.146,,,,,
339,07/10/23 09:30:00 PM,24.146,,,,,
340,07/10/23 09:45:00 PM,24.122,,,,,
341,07/10/23 10:00:00 PM,24.098,,,,,
342,07/10/23 10:15:00 PM,24.098,,,,,
343,07/10/23 10:30:00 PM,24.074,,,,,
344,07/10/23 10:45:00 PM,24.050,,,,,
345,07/10/23 11:00:00 PM,24.050,,,,,
346,07/10/23 11:15:00 PM,24.026,,,,,
347,07/10/23 11:30:00 PM,24.026,,,,,
348,07/10/23 11:45:00 PM,24.002,,,,,
349,07/11/23 12:00:00 AM,24.002,,,,,
350,07/11/23 12:15:00 AM,23.978,,,,,
351,07/11/23 12:30:00 AM,23.978,,,,,
352,07/11/23 12:45:00 AM,23.954,,,,,
353,07/11/23 01:00:00 AM,23.930,,,,,
354,07/11/23 01:15:00 AM,23.905,,,,,
355,07/11/23 01:30:00 AM,23.905,,,,,
356,07/11/23 01:45:00 AM,23.881,,,,,
357,07/11/23 02:00:00 AM,23.857,,,,,
358,07/11/23 02:15:00 AM,23.833,,,,,
359,07/11/23 02:30:00 AM,23.809,,,,,
360,07/11/23 02:45:00 AM,23.809,,,,,
361,07/11/23 03:00:00 AM,23.785,,,,,
362,07/11/23 03:15:00 AM,23.761,,,,,
363,07/11/23 03:30:00 AM,23.737,,,,,
364,07/11/23 03:45:00 AM,23.713,,,,,
365,07/11/23 04:00:00 AM,23.713,,,,,
366,07/11/23 04:15:00 AM,23.689,,,,,
367,07/11/23 04:30:00 AM,23.665,,,,,
368,07/11/23 04:45:00 AM,23.641,,,,,
369,07/11/23 05:00:00 AM,23.617,,,,,
370,07/11/23 05:15:00 AM,23.593,,,,,
371,07/11/23 05:30:00 AM,23.569,,,,,
372,07/11/23 05:45:00 AM,23.569,,,,,
373,07/11/23 06:00:00 AM,23.545,,,,,
374,07/11/23 06:15:00 AM,23.545,,,,,
375,07/11/23 06:30:00 AM,23.545,,,,,
376,07/11/23 06:45:00 AM,23.521,,,,,
377,07/11/23 07:00:00 AM,23.545,,,,,
378,07/11/23 07:15:00 AM,23.545,,,,,
379,07/11/23 07:30:00 AM,23.569,,,,,
380,07/11/23 07:45:00 AM,23.713,,,,,
381,07/11/23 08:00:00 AM,23.448,,,,,
382,07/11/23 08:15:00 AM,17.225,,,,,
383,07/11/23 08:30:00 AM,14.290,,,,,
384,07/11/23 08:45:00 AM,14.122,,,,,
385,07/11/23 09:00:00 AM,13.618,,,,,
386,07/11/23 09:15:00 AM,13.666,,,,,
387,07/11/23 09:30:00 AM,13.714,,,,,
388,07/11/23 09:45:00 AM,14.074,,,,,
389,07/11/23 10:00:00 AM,14.361,,,,,
390,07/11/23 10:15:00 AM,14.290,,,,,
391,07/11/23 10:30:00 AM,14.601,,,,,
392,07/11/23 10:45:00 AM,14.553,,,,,
393,07/11/23 11:00:00 AM,14.529,,,,,
394,07/11/23 11:15:00 AM,14.673,,,,,
395,07/11/23 11:30:00 AM,16.606,,,,,
396,07/11/23 11:45:00 AM,17.415,,,,,
397,07/11/23 12:00:00 PM,17.915,,,,,
398,07/11/23 12:15:00 PM,18.057,,,,,
399,07/11/23 12:30:00 PM,18.010,,,,,
400,07/11/23 12:45:00 PM,18.224,,,,,
401,07/11/23 01:00:00 PM,17.534,,,,,
402,07/11/23 01:15:00 PM,17.439,,,,,
403,07/11/23 01:30:00 PM,16.368,,,,,
404,07/11/23 01:45:00 PM,15.390,,,,,
405,07/11/23 02:00:00 PM,14.960,,,,,
406,07/11/23 02:15:00 PM,14.960,,,,,
407,07/11/23 02:30:00 PM,14.768,,,,,
408,07/11/23 02:45:00 PM,14.505,,,,,
409,07/11/23 03:00:00 PM,14.481,,,,,
410,07/11/23 03:15:00 PM,14.457,,,,,
411,07/11/23 03:30:00 PM,14.361,,,,,
412,07/11/23 03:45:00 PM,14.577,,,,,
413,07/11/23 04:00:00 PM,14.601,,,,,
414,07/11/23 04:15:00 PM,14.577,,,,,
415,07/11/23 04:30:00 PM,14.792,,,,,
416,07/11/23 04:45:00 PM,14.864,,,,,
417,07/11/23 05:00:00 PM,14.912,,,,,
418,07/11/23 05:15:00 PM,14.984,,,,,
419,07/11/23 05:30:00 PM,14.936,,,,,
420,07/11/23 05:45:00 PM,14.912,,,,,
421,07/11/23 06:00:00 PM,14.816,,,,,
422,07/11/23 06:15:00 PM,14.768,,,,,
423,07/11/23 06:30:00 PM,14.721,,,,,
424,07/11/23 06:45:00 PM,14.721,,,,,
425,07/11/23 07:00:00 PM,14.745,,,,,
426,07/11/23 07:15:00 PM,14.768,,,,,
427,07/11/23 07:30:00 PM,14.745,,,,,
428,07/11/23 07:45:00 PM,14.888,,,,,
429,07/11/23 08:00:00 PM,14.888,,,,,
430,07/11/23 08:15:00 PM,15.008,,,,,
431,07/11/23 08:30:00 PM,15.103,,,,,
432,07/11/23 08:45:00 PM,15.270,,,,,
433,07/11/23 09:00:00 PM,15.318,,,,,
434,07/11/23 09:15:00 PM,15.700,,,,,
435,07/11/23 09:30:00 PM,15.533,,,,,
436,07/11/23 09:45:00 PM,15.700,,,,,
437,07/11/23 10:00:00 PM,15.939,,,,,
438,07/11/23 10:15:00 PM,16.439,,,,,
439,07/11/23 10:30:00 PM,16.511,,,,,
440,07/11/23 10:45:00 PM,18.010,,,,,
441,07/11/23 11:00:00 PM,18.105,,,,,
442,07/11/23 11:15:00 PM,18.271,,,,,
443,07/11/23 11:30:00 PM,18.271,,,,,
444,07/11/23 11:45:00 PM,18.580,,,,,
445,07/12/23 12:00:00 AM,18.295,,,,,
446,07/12/23 12:15:00 AM,18.438,,,,,
447,07/12/23 12:30:00 AM,18.461,,,,,
448,07/12/23 12:45:00 AM,18.461,,,,,
449,07/12/23 01:00:00 AM,17.867,,,,,
450,07/12/23 01:15:00 AM,17.891,,,,,
451,07/12/23 01:30:00 AM,17.891,,,,,
452,07/12/23 01:45:00 AM,18.366,,,,,
453,07/12/23 02:00:00 AM,18.271,,,,,
454,07/12/23 02:15:00 AM,18.461,,,,,
455,07/12/23 02:30:00 AM,16.272,,,,,
456,07/12/23 02:45:00 AM,15.939,,,,,
457,07/12/23 03:00:00 AM,15.700,,,,,
458,07/12/23 03:15:00 AM,15.581,,,,,
459,07/12/23 03:30:00 AM,15.533,,,,,
460,07/12/23 03:45:00 AM,15.533,,,,,
461,07/12/23 04:00:00 AM,15.485,,,,,
462,07/12/23 04:15:00 AM,15.461,,,,,
463,07/12/23 04:30:00 AM,15.414,,,,,
464,07/12/23 04:45:00 AM,15.414,,,,,
465,07/12/23 05:00:00 AM,15.414,,,,,
466,07/12/23 05:15:00 AM,15.414,,,,,
467,07/12/23 05:30:00 AM,15.414,,,,,
468,07/12/23 05:45:00 AM,15.414,,,,,
469,07/12/23 06:00:00 AM,15.438,,,,,
470,07/12/23 06:15:00 AM,15.438,,,,,
471,07/12/23 06:30:00 AM,15.461,,,,,
472,07/12/23 06:45:00 AM,15.414,,,,,
473,07/12/23 07:00:00 AM,15.390,,,,,
474,07/12/23 07:15:00 AM,15.414,,,,,
475,07/12/23 07:30:00 AM,15.438,,,,,
476,07/12/23 07:45:00 AM,15.509,,,,,
477,07/12/23 08:00:00 AM,15.533,,,,,
478,07/12/23 08:15:00 AM,15.652,,,,,
479,07/12/23 08:30:00 AM,15.629,,,,,
480,07/12/23 08:45:00 AM,15.414,,,,,
481,07/12/23 09:00:00 AM,15.390,,,,,
482,07/12/23 09:15:00 AM,15.414,,,,,
483,07/12/23 09:30:00 AM,15.366,,,,,
484,07/12/23 09:45:00 AM,15.366,,,,,
485,07/12/23 10:00:00 AM,15.366,,,,,
486,07/12/23 10:15:00 AM,15.390,,,,,
487,07/12/23 10:30:00 AM,15.390,,,,,
488,07/12/23 10:45:00 AM,15.247,,,,,
489,07/12/23 11:00:00 AM,15.247,,,,,
490,07/12/23 11:15:00 AM,15.223,,,,,
491,07/12/23 11:30:00 AM,15.294,,,,,
492,07/12/23 11:45:00 AM,15.318,,,,,
493,07/12/23 12:00:00 PM,15.390,,,,,
494,07/12/23 12:15:00 PM,15.390,,,,,
495,07/12/23 12:30:00 PM,15.438,,,,,
496,07/12/23 12:45:00 PM,15.414,,,,,
497,07/12/23 01:00:00 PM,15.438,,,,,
498,07/12/23 01:15:00 PM,15.461,,,,,
499,07/12/23 01:30:00 PM,15.509,,,,,
500,07/12/23 01:45:00 PM,15.509,,,,,
501,07/12/23 02:00:00 PM,15.557,,,,,
502,07/12/23 02:15:00 PM,15.652,,,,,
503,07/12/23 02:30:00 PM,15.676,,,,,
504,07/12/23 02:45:00 PM,16.129,,,,,
505,07/12/23 03:00:00 PM,16.272,,,,,
506,07/12/23 03:15:00 PM,16.368,,,,,
507,07/12/23 03:30:00 PM,16.249,,,,,
508,07/12/23 03:45:00 PM,16.177,,,,,
509,07/12/23 04:00:00 PM,16.010,,,,,
510,07/12/23 04:15:00 PM,16.010,,,,,
511,07/12/23 04:30:00 PM,15.915,,,,,
512,07/12/23 04:45:00 PM,15.867,,,,,
513,07/12/23 05:00:00 PM,12.992,,,,,
514,07/12/23 05:15:00 PM,12.461,,,,,
515,07/12/23 05:30:00 PM,12.340,,,,,
516,07/12/23 05:45:00 PM,12.340,,,,,
517,07/12/23 06:00:00 PM,12.389,,,,,
518,07/12/23 06:15:00 PM,12.509,,,,,
519,07/12/23 06:30:00 PM,12.751,,,,,
520,07/12/23 06:45:00 PM,13.738,,,,,
521,07/12/23 07:00:00 PM,14.385,,,,,
522,07/12/23 07:15:00 PM,13.064,,,,,
523,07/12/23 07:30:00 PM,12.920,,,,,
524,07/12/23 07:45:00 PM,12.896,,,,,
525,07/12/23 08:00:00 PM,12.823,,,,,
